Subject	Alter	Group	Block	Blocktype	congruency[Block]	correctRESP[Block]	lstBlockOrder	lstCheckInstructions	practice1	practice2	Procedure[Block]	Running[Block]	stimulus[Block]	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus1.ACC	stimulus1.CRESP	stimulus1.RESP	stimulus1.RT	stimulus2.ACC[Block]	stimulus2.CRESP[Block]	stimulus2.RESP[Block]	stimulus2.RT[Block]	target[Block]	Trial	congruency[Trial]	correctRESP[Trial]	lstcong20	lstcong80	lstMain	Procedure[Trial]	Running[Trial]	stimulus[Trial]	stimulus2.ACC[Trial]	stimulus2.CRESP[Trial]	stimulus2.RESP[Trial]	stimulus2.RT[Trial]	target[Trial]
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															74	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	357	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															75	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	386	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															76	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	452	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															77	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	291	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															78	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	322	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															79	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	311	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															80	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	313	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															81	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	347	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															82	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	1333	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															83	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	404	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															84	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	377	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															85	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	312	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															86	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	378	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															87	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	297	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															88	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	425	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															89	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	355	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															90	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	367	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															91	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	492	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															92	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	419	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															93	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	362	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															94	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	327	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															95	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	316	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															96	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	352	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															97	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	346	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															98	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	356	1
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															99	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	385	2
20	23	1	26	lstcong80			1				BlockProc	lstBlockOrder															100	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	323	1
21	22	1	1			{-h}		2			CheckInstr	lstCheckInstructions	N2.jpg					1	{-h}	{-h}	6841					2														
21	22	1	2			{-g}		1			CheckInstr	lstCheckInstructions	N1.jpg					1	{-g}	{-g}	767					1														
21	22	1	3			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	1683									2														
21	22	1	4			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	526									1														
21	22	1	5			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	522									1														
21	22	1	6			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	502									1														
21	22	1	7			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	409									2														
21	22	1	8			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	583									2														
21	22	1	9			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	529									2														
21	22	1	10			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	408									1														
21	22	1	11			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	492									2														
21	22	1	12			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	434									1														
21	22	1	13		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	701	1														
21	22	1	14		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	522	1														
21	22	1	15		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	440	1														
21	22	1	16		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	476	2														
21	22	1	17		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	472	2														
21	22	1	18		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	474	1														
21	22	1	19		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	427	2														
21	22	1	20		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	445	1														
21	22	1	21		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	568	2														
21	22	1	22		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	656	2														
21	22	1	23		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	503	2														
21	22	1	24		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	432	1														
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															1	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	491	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															2	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	539	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															3	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	489	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															4	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	504	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															5	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	563	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															6	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	392	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															7	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	409	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															8	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	408	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															9	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	551	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															10	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	450	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															11	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	449	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															12	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	432	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															13	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	482	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															14	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	454	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															15	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	487	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															16	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	474	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															17	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	452	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															18	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	461	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															19	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	467	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															20	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	438	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															21	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	505	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															22	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	420	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															23	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	403	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															24	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	415	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															25	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	480	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															26	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	444	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															27	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	425	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															28	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	458	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															29	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	346	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															30	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	356	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															31	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	528	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															32	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	464	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															33	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	361	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															34	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	374	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															35	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	509	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															36	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	343	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															37	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	378	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															38	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	464	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															39	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	435	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															40	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	432	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															41	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	394	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															42	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	395	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															43	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	544	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															44	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	545	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															45	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	364	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															46	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	465	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															47	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	490	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															48	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	618	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															49	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	449	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															50	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	416	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															51	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	480	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															52	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	484	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															53	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	345	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															54	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	475	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															55	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	439	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															56	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	348	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															57	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	438	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															58	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	443	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															59	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	471	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															60	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	497	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															61	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	424	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															62	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	379	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															63	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	409	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															64	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	529	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															65	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	440	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															66	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	437	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															67	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	393	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															68	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	347	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															69	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	469	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															70	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	351	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															71	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	505	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															72	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	323	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															73	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	456	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															74	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	472	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															75	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	401	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															76	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	438	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															77	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	538	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															78	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	658	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															79	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	513	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															80	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	443	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															81	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	335	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															82	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	471	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															83	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	401	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															84	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	469	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															85	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	567	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															86	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	412	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															87	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	411	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															88	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	395	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															89	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	471	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															90	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	369	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															91	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	385	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															92	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	379	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															93	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	498	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															94	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	433	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															95	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	507	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															96	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	437	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															97	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	346	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															98	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	460	2
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															99	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	483	1
21	22	1	25	lstcong80			1				BlockProc	lstBlockOrder															100	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	560	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															1	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	741	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															2	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	503	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															3	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	489	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															4	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	424	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															5	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	330	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															6	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	433	2
21	22	1	26	lstcong20			2				BlockProc	lstBlockOrder															7	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	315	2
